reviews_text,reviews_header,Asin
"TV is very good, every part of the TV is very special, it is good to watch in TV, the texture of the TV is very good and tv sound is osm and picture is very clear all over every think is osm in tv i perffer to my family & friends to purchase that TV",Tv sound & picture osm,B07MGQS2M8
Best tv in 5k price Picture quality is normal not wow! Sound quality is too poor I call for installation but always show number busy And Whatsapp number is not receiving Whole day,Good,B07MGQS2M8
Unable to get through call centre No response from the Brand Owner. TV not working Kindly arrange for a callback and resolve the issue,Television Not Working,B07MGQS2M8
"Airtec not doing installation, It's there responsibility, Amazon should look into the matter. If service are like at present, don't know how it would be latter. Don't know yet about other tv feature",Poor service,B07MGQS2M8
The product display is only half and no installation engineer turning up and unable to find a way to return,No support on a defective piece,B07MGQS2M8
Awesome Product by Amazon. It is fully worth for the amount paid !!,Fabulous TV,B07MGQS2M8
Nice for PC Monitor and Other Purpose... Thanks to Amazon & eAirtec,Good,B07MGQS2M8
"My uncle bought LG LED 24 inch from the market in 12,000 rupees, but picture and sound quality is lower this eairtec LED. You can't expect Online videos /YouTube in 5000/-. This TV worth rupees 7500 minimum. Great product by AMAZON as always.",Picture and Sound quality is like Samsung /LG.,B07MGQS2M8
Weast product bad don't buy anyone. not working very worst seller . Nowadays Amazon was don't feel customer side.,ONE OF THE WORST PRODUCT,B07MGQS2M8
Worst customer care for installation. Number is always busy or not picking. We need immediate action here.,Installation delay,B07MGQS2M8
"Worth every penny I paid, I was hesitant at first as the price is low, but it's a best buy for me. I love it",Worth the money,B07MGQS2M8
best tv in this budget,good product,B07MGQS2M8
I have been trying to get in touch for Installation but not getting a good response. This is the second item I have purchased during this season and experience is very bad.,Bad service,B07MGQS2M8
I like it,Overall,B07MGQS2M8
Value for money. Quality is ok. Hope there is durability. The only issue I had was that the remote could not be paired with the Airtel dish TV remote.,Good buy,B07MGQS2M8
Product is good but i received damaged tv so than i proceed to replacement process but more than 2 weeks my money is not credited to my bank account,Average product,B07MGQS2M8
"No one contacted me for the installation. I raised complaint to Amazon but still no response from anybody. I liked the TV, but above rating is for the overall service provided by all.",No one comes to installation even after 15 days,B07MGQS2M8
Value for money,Economic tv,B07MGQS2M8
"Picture and sound quality good and very poor response on other aspect such as installation work , resloving customer Enquiry and providing wrong confirm timeline on resloving the issue .etc",Very poor service provider to customer,B07MGQS2M8
TV works well.. but remote is not working... What should I do,Remote is not working,B07MGQS2M8
Cool,Value for money.,B07MGQS2M8
Good quality,Nice product,B07MGQS2M8
"Best budget LED TV, I bought 2 Oct around 3600 only..in this price v good tv.. Must buy...",Best budget LED TV,B07MGQS2M8
I need to install the TV on wall. Kindly help me to connect with the company representative. Need the installation tomorrow anyhow. Product is good.,Need the TV to be mounted on wall by 21st Nov'19.,B07MGQS2M8
Nicw,Good,B07MGQS2M8
"Good TV in Cheap Price. But a little draw back is that there is no power off switch as the remote infrared receiver of the TV , which is below the tv didn't turn off when search off the tv. It still glows in red , starting TV is in stand by mode",Good,B07MGQS2M8
Fake application mantion detail like youtube facebook,Fack deatail updated and 3th class service,B07MGQS2M8
Very good led tv. Picture quality is good. All the functions are great.,A great buy at low price.,B07MGQS2M8
"The product is good, value for money, and the Amazon agent was very nice and smart to solve my problem in a jiffy. Thanks",E-Airtec TV,B07MGQS2M8
TV is average picture quality. Sound effects best. I had buy 3600 rupees only. If great india sales and sbi card 399 discount. I purchased 3600 only. ******worth mony*****,Worth money,B07MGQS2M8
"Tis is a super tv ,it is very useful to us",e airtec tv,B07MGQS2M8
Good,Good,B07MGQS2M8
good product with this price tag. hope it last long.,nice product,B07MGQS2M8
The display of the tv is very good and perfect sound quality it has two usb slot nice product by amazon,Ni e product,B07MGQS2M8
Good,Ok,B07MGQS2M8
"Very good product in this price Picture quality is very good ,Sound quality is also very good",Good quality,B07MGQS2M8
Very good picture quality purchased on16 sep2019,Very nice,B07MGQS2M8
I just open this TV it's display dameged,Display dameged received,B07MGQS2M8
Worst tv you have sended speakers are not working technician came and did not solve the problem,Speakers not working from the first day I receive the tv,B07MGQS2M8
"Wall Mount was not supplied only wall clamps given, don't know how to Hook TV to clamps. Wall Mount to be supply it's not supplied. Not getting proper response.and corners teen guard peeled off.",Accessories not provided,B07MGQS2M8
I want warranty card and TV cover how many price TV cover,I want warranty card,B07MGQS2M8
Good kwality,Super perchess only Rs 3899,B07MGQS2M8
Screen display is very poor.,Not Good,B07MGQS2M8
Product note proper work tv remote is note work poor quality,Product note proper work tv remote is note work poor quality,B07MGQS2M8
V good item,V good item,B07MGQS2M8
everything is perfect but sound quality is pathetic...i am using external speaker,good tv,B07MGQS2M8
TV not working.i can't change the product.iam so disappointed,Poor response from Amazon.i can't believe,B07MGQS2M8
Nice product,Nice product,B07MGQS2M8
Excellent product. Value for money,Quality,B07MGQS2M8
No response tv company side dont waste your money,Waste,B07MGQS2M8
Good product this price,Good,B07MGQS2M8
Good product and video and sound quality is very good,Video and sound quality is very good,B07MGQS2M8
Good,Good at this price,B07MGQS2M8
VERY WORST PRODUCT. DONT BY ENYBODY. WEAST OF MONEY.,TOTAL WEAST,B07MGQS2M8
Overall good tv but the sound quality is poor.,Sound quality is not good,B07MGQS2M8
I like product excellent,Xcellent product.,B07MGQS2M8
Reasonable quality at reasonable price,Value for Money,B07MGQS2M8
Little damage on display but tv is good condition,Little damage on display,B07MGQS2M8
It's not working contion so produc waste,Waste of mony,B07MGQS2M8
Simply awesome worth for money,Good product,B07MGQS2M8
It's a good product for this budget. Go ahead,Great product in this price,B07MGQS2M8
Nice led tv in a afforadable price for all.....,eairtech,B07MGQS2M8
Third class product No commitment to customer,Hopeless product,B07MGQS2M8
Good product in buget,Hds,B07MGQS2M8
My ordered received 18 oct but eairtech staff did not install yet i m trying to call eairtech cell phone no. But not respond.,Sirvice is very bad,B07MGQS2M8
Product is exilent. With a such low price.,The best tv,B07MGQS2M8
"Product delivery folty & defective, damaged material Call center not answering any call please send me new pic",Folty,B07MGQS2M8
Good,Good,B07MGQS2M8
USB port is not working,Super,B07MGQS2M8
"TV is very good as per the price, if u go for best with cheap rate..this will be ideal within budget...",Best within budget,B07MGQS2M8
This product is really worth for this price. Good clarity for picture and sound. Go for it !,Worth it !,B07MGQS2M8
I am using last one month and working fine. Picture and sound quality is very good . Highly satisfied.,24 inch Airtec TV,B07MGQS2M8
Good quality,Good,B07MGQS2M8
Nice product at cheap price.,Quality at cheap price,B07MGQS2M8
Supper quality,Supper,B07MGQS2M8
One more HDMI port must be there one port is not enough,Facility need,B07MGQS2M8
It is awesome product in this price range and sound quality is decent and picture quality is perfect .,Super super auper,B07MGQS2M8
Product good,Good,B07MGQS2M8
Good,Ok,B07MGQS2M8
"Size is not well .32""",Size,B07MGQS2M8
Nice product,Paisa vasool,B07MGQS2M8
"I like this product,",Happy,B07MGQS2M8
Bad quality,Bekaar,B07MGQS2M8
Good product. Value for the price point. Highly recommend in this range of television sets.,Great product and economically priced,B07MGQS2M8
Outstanding product,Very good quality,B07MGQS2M8
Awesome product..,Best product,B07MGQS2M8
Okay,Not bad,B07MGQS2M8
1 n..,1.n,B07MGQS2M8
Good product,Good product,B07MGQS2M8
Nice,Nice product,B07MGQS2M8
Nice,Awesome,B07MGQS2M8
Nice,50,B07MGQS2M8
"PRODUCT IS OK, VALUE FOR MONEY","PRODUCT IS OK, VALUE FOR MONEY",B07MGQS2M8
Good,Good,B07MGQS2M8
Good product only remote seems like back dated,Good,B07MGQS2M8
Very nice,Good,B07MGQS2M8
Value for money.I purchased it for 4799/-,Worthy to buy,B07MGQS2M8
Product damage... speaker not working i want to exchange this....,Product not properly working,B07MGQS2M8
TV stand is not correct it is so smooth tv fall into TV stand,Valve for money,B07MGQS2M8
It is not a smart tv.,Not a smart tv,B07MGQS2M8
I love this product thanx amezone great experience for this TV ...,Osm product thanx amezone,B07MGQS2M8
Sound is too poor....no bass at all,Poor sound quality,B07MGQS2M8
Good prodect,Good,B07MGQS2M8
Some problems of sound...As sound now running chennal,Sound on running chennal,B07MGQS2M8
Best ret full hd,Supar,B07MGQS2M8
Speaker his not working,Speaker is not working,B07MGQS2M8
Maja aa gya bhai....i am happy for this product,"Fablous ,mind blowing",B07MGQS2M8
Soung quality is bad,Value money,B07MGQS2M8
Good,Nice product,B07MGQS2M8
"value for money, pictures and sound good quality","Very poor service, quality.",B07MGQS2M8
Good product lower price,Good one,B07MGQS2M8
Nice in this price range,Hi,B07MGQS2M8
mobile wifi connect option not avialabal,mobile wifi connect कैसे करे,B07MGQS2M8
Very nice full bass full loud,Very nice loud,B07MGQS2M8
Can it is very low,Low quality,B07MGQS2M8
It's really value for money,Good Product,B07MGQS2M8
Its gud..,Like the product,B07MGQS2M8
Lower price High performance tv,Good,B07MGQS2M8
I like this one,Good,B07MGQS2M8
Very good quality and so good,TV so good,B07MGQS2M8
All are good,Good product,B07MGQS2M8
Okay,Okay,B07MGQS2M8
Tv is damaged and refund me,Tv is damaged replace ok,B07MGQS2M8
"Not bad, not good!",So So!!,B07MGQS2M8
Damage piece receive hua,Product damage mila,B07MGQS2M8
This is very bad product,Bad product,B07MGQS2M8
Paisa vasool,Paisa vasool,B07MGQS2M8
Good items,Ok,B07MGQS2M8
Normal gud,Good,B07MGQS2M8
Very nice,Nice,B07MGQS2M8
Ok,Okay,B07MGQS2M8
Nice TV,Nice,B07MGQS2M8
Good,Good,B07MGQS2M8
Nice,Nice,B07MGQS2M8
Good,Fantastic,B07MGQS2M8
Nice,Am so happy watching TV,B07MGQS2M8
"The quality of this product is very good.And sound quality, picture quality is also good The look of this model is very attractive.",This is amazing product,B07MGQS2M8
"Airtec TV best quality best song and HD picture quality very very best quality *""""""5****best","*****5****""",B07MGQS2M8
Poor prodect,Very poor product after 3 month dad,B07MGQS2M8
Great product Great price I have used it as monitor for cctv,Cheers to eAirtec and Amazon,B07MGQS2M8
I like this TV. Supper picture quality. Sound quality.,Very good,B07MGQS2M8
ok,ok,B07MGQS2M8
Very bad,Very bad,B07MGQS2M8
Nice product,Nice,B07MGQS2M8
good product,super,B07MGQS2M8
Good Picture Quality and on time installation..,Must buy Product,B07MGQS2M8
Good quality picture display with great sound.,Good product to buy,B07MGQS2M8
I liked this TV but it's totally black screen,Out standing,B07MGQS2M8
Tv is very good and value for money,Value for money,B07MGQS2M8
good Bluetooth connectivity not available.,eAirtec 61 cm (24 inches) HD Ready LED TV 24DJ good for price,B07MGQS2M8
very nice product and nice picture quality,all pictures is very nice,B07MGQS2M8
very good product,good,B07MGQS2M8
Nice,Nice,B07MGQS2M8
I like but normal black dot spot looking on the screen and sound is distrbuns in the,Good product,B07MGQS2M8
product is good but most of the time customer service no. is not reachable.,product is good but most of the time customer service no. is not reachable,B07MGQS2M8
Tv is very light weight but sound quality is very chines type of like BT..,Picture quality is good but sound quality is low,B07MGQS2M8
This TV not working properly. I bought in August so please give me guarantee,I want guarantee so how to I call u,B07MGQS2M8
Quality not good Sound problem,Quality not good,B07MGQS2M8
This is very good TV in this very good picture quality,Excellent TV in this price,B07MGQS2M8
Ok,Ok,B07MGQS2M8
Verry good product,good,B07MGQS2M8
Good picture Quality....it does not support bluetooth connect...only USB supported... sound quality is ok... customer care number is not working properly...they cannot pick up the call...no proper Guidance for installation..they cannot came for the installation..... after 2days they sent the massage.. your installation is complete today... very irresponsible... overall product is good.,Good picture Quality... sound quality is ok,B07MGQS2M8
Received a damaged screen on the side of the screen,Amazon not up to the mark,B07MGQS2M8
Ok,Ok,B07MGQS2M8
Good product in this range....,Good product,B07MGQS2M8
"After use of 2 months, sound system fully not working. From starting i have given complaint but complaint not resolved till now. Customer care also not responding properly.",Sound problem,B07MGQS2M8
I purchased just one week before it's good,5,B07MGQS2M8
Good,Good,B07MGQS2M8
I was delivered a damaged item so I want the item to be replaced and delivered with a nice undamaged item.,Damaged item,B07MGQS2M8
Average,Not bad,B07MGQS2M8
Led is very nice..picture quality is great...only drawback is sound quality is average,Nice led,B07MGQS2M8
Nice,Nice,B07MGQS2M8
i am use this led for cctv camera and this is a good product but not android all app is not installed,this is a simple led not wifi and another app install,B07MGQS2M8
👎👎👎👎,Warast products,B07MGQS2M8
Its good for this money.. worth. Guys its quality very very super.. thanks to amazon,Value for money,B07MGQS2M8
Good product.. Clear pictures,Nice product,B07MGQS2M8
👌👌,Helpful,B07MGQS2M8
Excellent Tv.. low price and high price equal quality..,Good,B07MGQS2M8
Airtec company is provided to low budget full quality LED.speaker quality is so good compare to other LED this price.,Fantastic LED,B07MGQS2M8
