reviews_text,reviews_header,Asin
"Change in Address for Installation and date for installation Sir, I have bought Micromax LED TV and received on 04/11/19 in a package condirion and bill for the same is for VPO Gahla Tehsil Galore. But your representative has told me on phone that you change your address for installation and date i.e. 09/11/2019. Kindly inform the representative for installation. Thanks",Change in Address for Installation and date for installation,B07GBDVNVJ
"The product is wonderful in comparison with quality, sound and value for money. Installation process is so quick by Micromax company that you don't need to worry about.. Once products is delivered you'll get a call from Micromax Company. the installation engineer is helpful and very much known about the product. Happy with over all experience from micromax and thanks Amazon for delivering the product to my village.....☺️☺️☺️",Worth and Value for money..,B07GBDVNVJ
Within 3 months screen showing some lining. Already loudge a complain to customer care and mechanic was came and also completed his formality. He told me that a call will come from company but till date there are neither any response from company not any call,Item not to satisfied level,B07GBDVNVJ
"In terms of picture quality, sound quality and appearance, led is great. Happy to own this product. Delivery was on time, and service given by the company is also appreciable. Great product in this range",Great selection,B07GBDVNVJ
Higher than expected,Good,B07GBDVNVJ
Product is Good Price is Low,Product is Good Price is Low,B07GBDVNVJ
We are getting electric shock allover the background body of the tv. It has defect. Please help me to return it.,Getting Electric shock,B07GBDVNVJ
"After the tv was installed, it worked well. The next day we installed Tata sky, first it went well. After few mins, the screen went black, and then 2 mins afterwards the voice went blank. We switched off and on the TV but it's still the same",Tv not working. Fault item,B07GBDVNVJ
"I have been using 42inches micromax TV for the last two years and it is very easy to handle, picture quality, sound is good.",Micromax 32 inch tv,B07GBDVNVJ
Picture quality is very good but sound is not up to the mark. The remote doesn't contain Google assistant button and mic also. The volume up & down button are not very responsive and have to tap repeatedly for increase or decrease volume.,Good product,B07GBDVNVJ
Sound quality could be better.,Get what you pay for,B07GBDVNVJ
No wifi direct option to pair tv and mobile... Must and need internet even for photo seeing.. Give updates soon for this model.2018 canvas model has all those features but this latest one doesn't... Remaining things are well n good ..,Need to give some more features,B07GBDVNVJ
"Picture quality is not great, you a see the difference with other hd tvs. Not recommended",Picture quality not great,B07GBDVNVJ
As in site they mentioned 32 but actually it was 29 inches over all it is good and affordable till now,Micromax 29 inches led tv,B07GBDVNVJ
"No Netflix, screen mirroring lags alot. Bit problem with volume as it fluctuates I would suggest you to go with mi over this tv",Worst tv,B07GBDVNVJ
Got it for 6.7k. Awesome deal at this price for a secondary TV,Awesome at this price.,B07GBDVNVJ
I am using the product as a television.You can also use it as a monitor.The picture quality as well as sound is nice.The price is also reasonable as compared to other televisions in market.,Best product at reasonable price.,B07GBDVNVJ
Picture is ok with this price range and audio is good I adopted to this non smart TV because after some year smart TV will become slow like mobile then you have to throw your TV so buy external device to make it smart,Good in this price and it is an Indian company so you will get good support,B07GBDVNVJ
"Totally I bought this one for Rs. 7650/-. For this price no body sell the tv. This price includes, installation, wall mount and table stand. Damn cheap.",Very very nice one.,B07GBDVNVJ
It's a good product with all features only lacking is Google Assistant as there is no mic in the remote but I have read in reviews Google Assistant can work through mobile app. Can anyone suggest which mobile app.,Mobile app for Google Assistant?,B07GBDVNVJ
The accessibility of the connectors is easy compare to previous 2015 version.... I have been using previous model since 2015....There is a hissing noise in audio output to speakers....,Value for money,B07GBDVNVJ
Very good TV in this Budget. But TV base is not good and screws not fitting well.,Nice,B07GBDVNVJ
Picture blur and flattened. Some time sound is also misses. The technician attended the complaint but couldn't rectify the problem. He was giving excuses for the problem. Please do the needful.,Reception of tv is not upto the mark.,B07GBDVNVJ
The above TV we have purchased for urgent purposes with prepaid mode. but after receiving it is kept idle till today because no technician came to install it. very sorry to share this experience with you.,installation procedure,B07GBDVNVJ
Sound quality disappointed me. But except that everything else fine,Sound quality disappointed me. But except that everything else fine,B07GBDVNVJ
"Delivery was smooth but installation is the worst part of it, since the product has been delivered no calls have been made by installation team. You have to make efforts from your side to cope up with this situation.",Value for money!!,B07GBDVNVJ
Value for money,Value for money,B07GBDVNVJ
Not worked for 6 months,Not good,B07GBDVNVJ
TV got repaired with in 6 months,TV got repaired,B07GBDVNVJ
"Can’t download Netflix, Amazon prime, or any other streaming Apps. Only Hotstar and YouTube available. Please provide an update soon....",Need an upgrade,B07GBDVNVJ
I am using it from the one last one year it's excellent product I am fully satisfied with it there is only one issue it gets the highlight current surrounding body,Value for money,B07GBDVNVJ
Its very nice brand.we have no any complain.,Genuine product of micromax,B07GBDVNVJ
Satisfied if anyone planning to buy this go ahead don't worry..,Gud one with low budget,B07GBDVNVJ
Really nice product worth of money Engineer service was good timely installed at my home. Thanks a lot,Timely installed installation service was good,B07GBDVNVJ
Overall 32 inch TV is his.,Find product.,B07GBDVNVJ
Good picture and sound quality.,4star,B07GBDVNVJ
Very good product. Value for money . Good response from the manufacturer team,Good product,B07GBDVNVJ
product is good but sound quality of tv is not that good. it has noisy sound. over all picture quality is good.,overall its a good deal,B07GBDVNVJ
Installation problem.no response from micromax,Worst service by micromax,B07GBDVNVJ
Good,Micromax 81 cm (32 Inches) HD Ready LED TV 32P8361HD (Black) (2018 model),B07GBDVNVJ
Overall picture quality and sound quality is good enough at this price but very bad experience with installation process,Good product at this price,B07GBDVNVJ
Nice product. Go for it and help make in india. And ofcourse best service from Amazon.,Make in India,B07GBDVNVJ
"Connectivity problems occur. WiFi sometimes doesn't show Internet connection, sometimes gets lately recognised.",MMX,B07GBDVNVJ
Not working after just one year,Bad quality,B07GBDVNVJ
Product is not working properly. But amazon is not ready to return.,Fund return,B07GBDVNVJ
nice,nice,B07GBDVNVJ
Good TV .Value for Money.Prompt Installation.Thanks Amazon !,Micromachining 32 Inch Led TV,B07GBDVNVJ
Best TV under Rs. 10000.,Good Deal,B07GBDVNVJ
Delivery was good... Installation was very poor after one month Micromax has finished the installation,Service from Micromax poor,B07GBDVNVJ
All over great post diwali deal👌 value for money would be confirmed after 1 year Successful use😜,Thanks to Amazon 🥰,B07GBDVNVJ
Worst customer service in Bangalore. There is no proper service providers for TV .,Worst customer service,B07GBDVNVJ
Very good product,Best price best quality product,B07GBDVNVJ
"picture quality"", ""sound quality"" and ""value for money"".","picture quality"", ""sound quality"" and ""value for money"".",B07GBDVNVJ
TV remote and setup box remote tai in everything,Remote are not working properly,B07GBDVNVJ
The television lags all the time and gets restarted Everytime you switch on a movie on any application cheap rate with cheap quality,Not worth at all,B07GBDVNVJ
Nice product,Product is good,B07GBDVNVJ
Value for money,Good LED TV,B07GBDVNVJ
specially i like to micromax for picture quality .sound is little be low as we desired. i am not happy with service team of micromax.,good product by micromax,B07GBDVNVJ
"Froud Tv quality nahi. Pz do not buy tv, online dakhawleli details aani manual details not match. Gunha dakhal karayla pahije. bad tv.",Bad tv,B07GBDVNVJ
I got this one @8400,Best HD tv at this price,B07GBDVNVJ
Great,Great,B07GBDVNVJ
Best permomenc,Good product,B07GBDVNVJ
It is a good purchase in it's category.,Worthy purchase in 32cm LED TVs.,B07GBDVNVJ
Not suitable for this amount..kodak smart tvs are available in thi range...dont prefer micromax...,Installation services was so poor.....pls maintain good service,B07GBDVNVJ
Best,Not bad,B07GBDVNVJ
Best TV in this price range,Value for money,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good value for money. Itne mein itna hi milega!!,Good value for money.,B07GBDVNVJ
"Must buy product at this price range, nice vivid picture quality and crisp sound perfect tv for a budget",Great value for money,B07GBDVNVJ
Good price and quick shipping,Great product,B07GBDVNVJ
Value for money Good product. Can we use chrome cast or wifi for this TV. if any one is using please do let me know.,Review,B07GBDVNVJ
Product I bought is awsm . Sound & Picture quality is also satisfying. Overall this is best option Which comes in budget,Product is soo good and picture & sound quality is satisfying,B07GBDVNVJ
GOOD PRODUCT.,GOOD TELEVISION,B07GBDVNVJ
good,good,B07GBDVNVJ
Very Good Service and The Product.,Good Product,B07GBDVNVJ
good product and quality of product is very much high as compared to LG,must buy instead of other local product,B07GBDVNVJ
Netflix is not in Google application..,No Netflix,B07GBDVNVJ
It was shown as a suggestion to smart tv model but isn’t smart,Not smart,B07GBDVNVJ
very bad picture quality and sound quality,Very bed,B07GBDVNVJ
Value for money,Value for money,B07GBDVNVJ
Worth the money,Worth,B07GBDVNVJ
We are using this product from last 2 year...not facing any issue for the picture & sound quality....nice product..,Micromax TV review,B07GBDVNVJ
Excellent product.,Micromax is always rocks.,B07GBDVNVJ
"Picture quality is very good, sound quality is also very fine and it is value for money,thank you",So nice TV,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Average,Kam chalao,B07GBDVNVJ
tv stopped working within 1 month of purchase..have contacted micromax service for replacement.,board fault in 1 month,B07GBDVNVJ
sound quality is HD channel is very high & non HD channel is very low .The picture quality is medium.,Please improve product quailty,B07GBDVNVJ
value for money,Good in this price range,B07GBDVNVJ
Good product in this Price,Good product in this Price,B07GBDVNVJ
Nice,Awesome,B07GBDVNVJ
No body can come to installation toll-free number any time busy,Installation no guarantee,B07GBDVNVJ
Ok,Ok,B07GBDVNVJ
Totally Good,Better Product,B07GBDVNVJ
Not received the invoice and warrenty card,Warrenty card not received,B07GBDVNVJ
"Micromax Android Smart LED TV, is Pretty Good HD Android Smart With Good Sound Quality.",Good Android Smart LED TV,B07GBDVNVJ
Good picture quality & full value for money,Very good,B07GBDVNVJ
The sound quality is not clear in more volume it will come resounding,Value for money,B07GBDVNVJ
Totally Satisfied,Satisfied,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good product pic. Quality poor,Good product that rang,B07GBDVNVJ
Picture and sound quality is good. I like Micromax products.,Value for money.,B07GBDVNVJ
Low quality products. vest money ......amazon cheated me..... Hereafter won't buy any product in amazon.....and delete this amazon App,Worst product don't buy anyone amazon cheated me very very low quality,B07GBDVNVJ
"Delivery on time,quality ok.installation service given by micromax excellent.overall okk.",Excellent service,B07GBDVNVJ
Design,Good led at reasonable price,B07GBDVNVJ
We bought this TV October 2018.This is working as expected,Working well,B07GBDVNVJ
Sound quality is not clear Sound buttton are increasing sound quality not clear,Good,B07GBDVNVJ
Good,Hello,B07GBDVNVJ
Good,Value for money,B07GBDVNVJ
Nice TV,Nice TV,B07GBDVNVJ
Good quality and product and amazon services...bt outer body of tv frame is slight weak...,Best in class,B07GBDVNVJ
Nice and clarity picture...but 32 Inches box...29 inches tv....not Wi-Fi connection.. Value for money.....good,Excellent...,B07GBDVNVJ
Good and thanks,Super job,B07GBDVNVJ
"Come with problem...scraches in body, wifi not working,installation kit missing",Bad buy,B07GBDVNVJ
Good prize and high quality,Good prize and high quality,B07GBDVNVJ
Poor product,Poor product,B07GBDVNVJ
With this price it was good deal,Pruce,B07GBDVNVJ
oh..this is super,tv,B07GBDVNVJ
Gud,Gud,B07GBDVNVJ
Working satisfactory.,Working well.,B07GBDVNVJ
fine product it's good picture quality,fine product,B07GBDVNVJ
Complete value for money... Good online deal.. Thank u Amazon...,Complete Value 4 Money..,B07GBDVNVJ
Very good picture,I like the pictures,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good product,Good product,B07GBDVNVJ
"Value for money, sound quality not upto the mark",Best value for money,B07GBDVNVJ
Great,Good product,B07GBDVNVJ
Remote control Sari ella...tv remote volume vyacha..dish display work seiythu,Remote control,B07GBDVNVJ
"Good picture quality, sound quality is just okay. Worth for money.",Very nice product.,B07GBDVNVJ
Best picture quality..better sound quality..I hv satisfied this product,Good value for product,B07GBDVNVJ
Sound issue,Sound quality not clear,B07GBDVNVJ
Amazing picture .... but only thing installation not done by authorized person,Best quality,B07GBDVNVJ
Nice pic,Nice products,B07GBDVNVJ
Value for money,Nice,B07GBDVNVJ
Pictures quality is good but sound quality not good,Good product,B07GBDVNVJ
Very good product.. very fast installation by Micromax service...,Good product..picture quality so good .,B07GBDVNVJ
Waste of time,Waste of time,B07GBDVNVJ
Good one,Good one,B07GBDVNVJ
Good product and have no problem as far now :) Thank you,Good product,B07GBDVNVJ
Best tv under given price. Best packaging Best service,Best,B07GBDVNVJ
good,ok,B07GBDVNVJ
I like,Thank you micromax for giving a batter product,B07GBDVNVJ
I like it,Good,B07GBDVNVJ
Good,Thanks,B07GBDVNVJ
"I like all feature of this product. Picture Quality , sound Quality .. totally Value for money",Value for money,B07GBDVNVJ
Nice product with genuine cost must go for it👌,Nice product.,B07GBDVNVJ
Value for money product.,Value for money product.,B07GBDVNVJ
Better to improve sound quality,Good product under 11k,B07GBDVNVJ
Very good,Good,B07GBDVNVJ
"Good product,nice to see in my home.In this affordable price.",Love Micromax.,B07GBDVNVJ
Esme y problm a rhi h ki dress start hote hi no singal write a rha h,Plz contact no service center,B07GBDVNVJ
"Good, but im not received cabal to attach setup box to LED tv",Not received cabal to attach to to setup box,B07GBDVNVJ
Good picture quality and sound.. It's really cheap and best,Not too bad,B07GBDVNVJ
"Good product ,Picture clarity & Sound is good ,value for money.",Fulfilled Expectations,B07GBDVNVJ
Value for money. Company should provide HDMI cable.,No HDMI cable provided. Good product.,B07GBDVNVJ
Amazing product in this price range,Bold,B07GBDVNVJ
Excellent and fast installation by micromax service provider,Excellent and fast installation by micromax service provider,B07GBDVNVJ
The Volume level Changes with a change in channel.,good product in low range,B07GBDVNVJ
Very good and velu for many and farst installation,Very good,B07GBDVNVJ
volume is very haarsh,dissapoint,B07GBDVNVJ
"Considering the price, it's an excellent product. Prompt delivery and installation.",Excellent,B07GBDVNVJ
Good products,Good,B07GBDVNVJ
Sound quality is down as expected,Sound quality down as expected,B07GBDVNVJ
Sounds quality is not good .,Bad sounds quality,B07GBDVNVJ
Amazing experience. Good product.,Good product,B07GBDVNVJ
Best & cheapest TV.,TV is very reasonable price & best quality.,B07GBDVNVJ
Splendid,Appreciable,B07GBDVNVJ
picture quality perfect good song good function,Good picture quality everything ok,B07GBDVNVJ
It's nice,Worthy,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Please don't use this product,Waste money,B07GBDVNVJ
Very nice product i am happy.,Best product.,B07GBDVNVJ
Picture quality is very good Sound also same Very Low cost so nice,Super,B07GBDVNVJ
Overall a great package in a budget smart android TV,Best in the budget,B07GBDVNVJ
"Best picture quality, good sound , affordable value",A,B07GBDVNVJ
good product,good product,B07GBDVNVJ
Good product,Good product,B07GBDVNVJ
This is very good,Tv,B07GBDVNVJ
One of the best product of micromax,NICE ONE according to price range,B07GBDVNVJ
Great to watch TV .,Nice product,B07GBDVNVJ
Gud,Tv,B07GBDVNVJ
Good product but sound quality is average,Value for money,B07GBDVNVJ
Good product to buy in this Price,Good product,B07GBDVNVJ
Hi,Hi,B07GBDVNVJ
nice product. Picture and sound quality is good.,Worth of money,B07GBDVNVJ
Micromax tv ok. But service quality is very bad.,It's ok,B07GBDVNVJ
It's rael superb for money,Real superb,B07GBDVNVJ
Value for money,Good product,B07GBDVNVJ
Awesome product,Nice,B07GBDVNVJ
its good i am using it so you can go for this without thinking,low budget high feel,B07GBDVNVJ
Good service during installation,Worth for low budget,B07GBDVNVJ
Thanks,Thanks,B07GBDVNVJ
Really valuable item,Micromax led tv supper,B07GBDVNVJ
Excellent product by micromax with low price,Excellent product,B07GBDVNVJ
Super,Nice product,B07GBDVNVJ
Nice Product,Nice Product,B07GBDVNVJ
Good product,Good product,B07GBDVNVJ
Saund setting not successful,Nice,B07GBDVNVJ
Good product very good looking good quality,Very good product .........I like this product...,B07GBDVNVJ
Like,Like,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Broken led received,Broken,B07GBDVNVJ
According to prize yeah its oky...,Satisfied,B07GBDVNVJ
Nice,Nice,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Quality of the product not goog,Rrr,B07GBDVNVJ
Nice product in budget,Nice!!!,B07GBDVNVJ
Best price range best quality,Awesome,B07GBDVNVJ
This led is so good .,good,B07GBDVNVJ
best product,best product value for money,B07GBDVNVJ
Good product,Good,B07GBDVNVJ
Good,Review,B07GBDVNVJ
Good,Hh,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good,Ft,B07GBDVNVJ
"Nice look& pictures,sound very nice",Nice,B07GBDVNVJ
Nice product.,Awaresome,B07GBDVNVJ
Very good led,Micro max led very good,B07GBDVNVJ
Super,Super,B07GBDVNVJ
Everything is perfect but the remote is not working... Product is good,Good,B07GBDVNVJ
Good quality,Very good,B07GBDVNVJ
Nice product,Micromax,B07GBDVNVJ
Good product,Good,B07GBDVNVJ
Good,Very good,B07GBDVNVJ
Not upto mark for the price,Not upto mark for money,B07GBDVNVJ
Better quality nice product,Nice product,B07GBDVNVJ
cheapn best,Nice product,B07GBDVNVJ
Nice,Good,B07GBDVNVJ
So and so,Ok,B07GBDVNVJ
Good like,Like,B07GBDVNVJ
Excellent,Good,B07GBDVNVJ
Best product from Amazon,5 star,B07GBDVNVJ
not bad abd not soo good,we can take by your choice,B07GBDVNVJ
Good performance,Quality,B07GBDVNVJ
Nice buy,Worth buying,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Sound quality 0,Very bad sound quality,B07GBDVNVJ
Value for Money,Best buy,B07GBDVNVJ
Quality product,Good product,B07GBDVNVJ
A good LED under 10k .Thnku Amazon for this product.,A good product.,B07GBDVNVJ
All over good quality,Nice,B07GBDVNVJ
Sound quality not good,Mi led,B07GBDVNVJ
G00d product & service,Good,B07GBDVNVJ
Super super tv,Cheap and best,B07GBDVNVJ
Good TV in less price,Nice tv,B07GBDVNVJ
Good value for money,Goood,B07GBDVNVJ
Worth it,Worth it,B07GBDVNVJ
I liked this product,Nice product,B07GBDVNVJ
Good product,Good product,B07GBDVNVJ
Good product,Good product,B07GBDVNVJ
Good,Nice,B07GBDVNVJ
Good,Value FOR money,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good product,Good,B07GBDVNVJ
Good,Good,B07GBDVNVJ
No sound clarity,It's not perfect,B07GBDVNVJ
all quality is good,awesome product,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Totally Awesome Hai...,Awesome LED TV,B07GBDVNVJ
Not up to the mark,💔,B07GBDVNVJ
Very excellent in this price,Very excellent,B07GBDVNVJ
Nice,Good,B07GBDVNVJ
Very good product,Very good,B07GBDVNVJ
Very nice,Good,B07GBDVNVJ
पैसा वसूल,Fantastic but curriar service is very bad,B07GBDVNVJ
Sound quality can be better,Just nearly satisfied,B07GBDVNVJ
I am happy,Good,B07GBDVNVJ
Sound quality not so good,Sound,B07GBDVNVJ
Voice surch not work,Good product,B07GBDVNVJ
quality not good,Not good,B07GBDVNVJ
Good for nothing,Good for nothing,B07GBDVNVJ
nice product,vrry good,B07GBDVNVJ
Super all,आई लाइक यू ऐमेज़ॉन,B07GBDVNVJ
Awesome Product,Micro,B07GBDVNVJ
Quality is good,Nice product in this price,B07GBDVNVJ
Value for money,Nice product,B07GBDVNVJ
Supperr,Superb one,B07GBDVNVJ
good,good,B07GBDVNVJ
Superb quality,R,B07GBDVNVJ
Value of money,Value of money,B07GBDVNVJ
Well i like it,Like it,B07GBDVNVJ
Avrage,Good prise,B07GBDVNVJ
screen damage,damage product,B07GBDVNVJ
Just wow..✌✌✌,Very nice products,B07GBDVNVJ
Good product.,Good product,B07GBDVNVJ
Super,Like,B07GBDVNVJ
Waste,Waste,B07GBDVNVJ
Nice product,Nice product,B07GBDVNVJ
Nice product,Nice product value for money,B07GBDVNVJ
Best quality,Supper quality micromax TV with low price,B07GBDVNVJ
Quality best,Best product Micromax,B07GBDVNVJ
Good product,Good,B07GBDVNVJ
Nice,Tv,B07GBDVNVJ
Good,Good,B07GBDVNVJ
BILL CHAIYE,BILL NAH AAYA,B07GBDVNVJ
Gud product,Gud brand made in india,B07GBDVNVJ
Veri nice quality,So good,B07GBDVNVJ
Product is very good but delivery very bad,Good,B07GBDVNVJ
Thanks,Thanks,B07GBDVNVJ
All good,Mr,B07GBDVNVJ
Both all,Super,B07GBDVNVJ
Nice,Very nice,B07GBDVNVJ
Great deal ..,Great deal,B07GBDVNVJ
Value for money very good product,Very good product,B07GBDVNVJ
Nothing,Can improve,B07GBDVNVJ
Good,Best good,B07GBDVNVJ
Nice,K,B07GBDVNVJ
Good,Good show,B07GBDVNVJ
Good,Nice,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good,Gd,B07GBDVNVJ
Good,Awesome,B07GBDVNVJ
Good product,Superb,B07GBDVNVJ
Great,Great,B07GBDVNVJ
Very good product,Very good product,B07GBDVNVJ
Best tv at best price,Affordable price,B07GBDVNVJ
"ACCORDING TO PRICE, PRODUCT IS OK",MY REVIEWS,B07GBDVNVJ
Best,Best,B07GBDVNVJ
Good quality,Paisawasul,B07GBDVNVJ
Nice product,Superb,B07GBDVNVJ
Nice,Fine quality,B07GBDVNVJ
good,service,B07GBDVNVJ
Value for money,Value for money,B07GBDVNVJ
Good product,Good product,B07GBDVNVJ
Good product,Price is well,B07GBDVNVJ
Nice picture quality of,Nice product,B07GBDVNVJ
Like,Overall Good,B07GBDVNVJ
Over all a very good product.,Value for money,B07GBDVNVJ
OK,Something something,B07GBDVNVJ
Ok,Yes vood,B07GBDVNVJ
awesome,awesome,B07GBDVNVJ
Good,Good,B07GBDVNVJ
"Normal pic, sound",Not upto the mark,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Nice product,Nice,B07GBDVNVJ
No,No,B07GBDVNVJ
Worth the money,nice,B07GBDVNVJ
Supb,Likng,B07GBDVNVJ
V GOOD PRODUCT,GOOD,B07GBDVNVJ
Overall good,Good,B07GBDVNVJ
Good,Good,B07GBDVNVJ
Good quality,Cleaning good,B07GBDVNVJ
Ok,Ok,B07GBDVNVJ
super,nice,B07GBDVNVJ
poor quality,poor,B07GBDVNVJ
Bed service,Bed service,B07GBDVNVJ
Good one,This product is good.,B07GBDVNVJ
Good,Supur,B07GBDVNVJ
Like,It is awesome,B07GBDVNVJ
1 no,Nice,B07GBDVNVJ
"Amazon service is excellent, But Micromax Customers service centre require one more. Now only one customer service in Dakshina kannada (mangalore ), karnataka state, due to Installation service is delayed. Picture quality good, sound quality good, value for money everything okay.",Good Quality,B07GBDVNVJ
Worth for money,Worthy,B07GBDVNVJ
Still installation is not done,Poor service from installation team,B07GBDVNVJ
"In notification it is showing 4k 55"" but in specifications it is showing HD ready 32"".",Mismatch in headline and specifications.,B07GBDVNVJ
Good quality of this product,Sound is good,B07GBDVNVJ
Good,Nive,B07GBDVNVJ
