reviews_text,reviews_header,Asin
if you are looking for a decent led tv with large screen size I would recommend this as a value for money buy. Picture quality is decent enough and it surprisingly it supports almost all video formats which you can play using an usb drive. 1080p videos also play good with nice picture quality. Sound quality is a bit on poorer side and you need to use an extra pair of speakers. Im using this for 2 weeks now and satisfied so far.,Value for money,B06XGWRKYT
In Remote few buttons not working picture quality and sound is not that great it's just ok type,Think n buy,B06XGWRKYT
"Its nice tv for below 10k, average video quality and superb sound quality. As well as worth for money, im writing this review after four months.",Nice experience,B06XGWRKYT
Broken TV panel,Broken,B06XGWRKYT
"An excellent product at this price range for the kind of screen size. I have Chromecast it turns my ordinary TV into smart TV hence I don't really need a smart TV. This one is cool. Nice viewing experience and it goes cool on the eyes. It doesn't hurt your eyes during continuous watching of movies for long hours. Moreover, it's Kodak. Brand that you can trust. I used to have Kodak camera which pictured many of my life's greatest moments. With some nostalgia I went for the TV. Supercool.",Go for it. It doesn't cost you bombs...,B06XGWRKYT
"Kodak service care number is wrong I cant use remote control. And when I push switch off button, it's not working what happen",OTHER BUYER MUST be carefully about this issues,B06XGWRKYT
After 2 months of installation the display is not working.. Customer care tollfree number is not working. No one responding to email either.,No customer service at all!,B06XGWRKYT
"Only hd channels give good view. Seller shipped it's Android model,but I had ordered and normal TV.",Cloudtail is a cheater.,B06XGWRKYT
TV was delivered defective,Defective tv,B06XGWRKYT
Good prices but some high instead of other,High rate,B06XGWRKYT
"TV was installed and within 4 days, it has a vertical line in the picture, which is not expected in a TV so soon!",TV has fault within a week!,B06XGWRKYT
"This TV used....only Someone return order.... Transfer your buying... ...... Low price.... 50"" TV 45% offer 21000/- cheating only.....",This TV used only,B06XGWRKYT
"We were looking for display screens for our business and holding up on investment. This offer from kodak on 40 inch LED TV helped us buy two at the price of one. Have been running these 12 hours a day for last 15 days, absolutely no issues. Plays media from USB and has HDMI ports as well. Picture quality and color is good. Was delivered on time despite the fact that our area was rain affected. Also comes with free installation that was done on time. Overall great value for money.",Unbeatable value for money,B06XGWRKYT
brand is not contact to me for installation,inatallation,B06XGWRKYT
I'm waiting for installation no response from Kodak customer care not even responding call's and email last 2days I'm trying to call let's see or I'm going to do installation myself by 2marrow evening thanks to Amazon for great price thanks .,Kodak led tv,B06XGWRKYT
Very poor quality,less quality as availabile in local tv,B06XGWRKYT
Best buy Great value for money Picture quality is good Sound is excellent Awesome viewing experience,Best buy fullfill your dream of a Big screen TV..,B06XGWRKYT
Money wastage very very bad picture quality .please don’t purchase anyone,Money wastage very very bad picture quality,B06XGWRKYT
Poor quality led poor services by amazon only two months purchased this product not even working properly,Poor led by kodaktv,B06XGWRKYT
Installation not done even after 15 days of purchasing,Delayed Installation,B06XGWRKYT
Happy with the product and delivery but installation part is the worst. Trying to contact customer support for installation but unable to reach them. Worst experience only for installation. Apart from installations 5star,Happy with the product and delivery but installation part is ...,B06XGWRKYT
Quality not good less weight waste of money,Waste product,B06XGWRKYT
"Within a 10 days , Every 15 minutes TV display & Sound stop . Totally failure. unhappy for Service.",Display & Sound issue & Poor service,B06XGWRKYT
"For that matter any TV from amazon. Both are not trust-able. Pathetic amazon customer service. Fake Kodak customer number. I had to run around a week to get my TV installed. Now worried about it's warranty as the Kodak customer contact numbers are fake where they never picks up the call. It automatically disconnects after two minutes. I have taken a huge risk of buying this TV, please don't follow my footsteps. I will never buy big TVs from amazon.","Please, please 10squre please, don't buy kodak tv",B06XGWRKYT
Very very worst product. Nov 2018 I buyed . March 2019 main board failure. Service person told replacement board period is 10 days....,Kodak 32 inch LED TV - worst product.,B06XGWRKYT
Good for this budget...Only problem comes when We join the CCTV cameras..Colors become skewed,Ok,B06XGWRKYT
Dont buy this,Not good,B06XGWRKYT
Big size screen nd perfect sound with good picture quality.,Kodak caption,B06XGWRKYT
Issue,Problem,B06XGWRKYT
WORST TV EVER..MINE IS DEAD IN JUST 5 months and KODAK CUSTOMER CARE IS NOT RESponding at all,Worthless TV,B06XGWRKYT
"TV was installed by Kodak's representative only after 13 days from the date of delivery. Contacting Kodak Customer care is a nightmare. Always on recorded message. Even if someone answered the call, they simply ask me to wait for a 48 hours or 72 hours more for installation. Do not provide any Service request number. After much persuasion, the TV was finally installed after the expiry of 10 days allowed by Amazon for return. However, the quality of TV is poor. Poor clarity and poor audio. Color is more reddish. Color and audio volume keeps changing as channels are changed. DO NOT BUY THIS TV AT ANY COST.",Worst product,B06XGWRKYT
Midium product But pannal quality is very bed Bright low,Lower price than not good,B06XGWRKYT
After one day product defected,Not good,B06XGWRKYT
GOOD QUALITY PICTURE PANEL + SOUND QUALITY IS GOOD THOU YOU GET EVEN cheaper WITHOUT WARRANTY TV BUT I SUGGEST THIS ONE IS GOOD BUY - I AM SATISFIED AS OF DATE AND TRUE VALUE FOR MONEY. DONT WASTE YOUR MONEY ON BIG BRANDS LIKE SONY SAMSUNG THIS ONE IS JUST THE RIGHT PRODUCT WITH QUALITY PIC AND SOUND .,BETTER THEN ANY BRAND LIKE SONY OR SAMSUNG,B06XGWRKYT
"TV has not been installed ,bought it over one month ago..Would definitely NOT RECOMEND",Zero service,B06XGWRKYT
Bad product wast of mony It not 1 year warrenty,Not good,B06XGWRKYT
Dhinchak Product .... wish there was a free woofer given,Dhinchak,B06XGWRKYT
not supported USB port and movies,*,B06XGWRKYT
Piece is defective and does not work,Defective product,B06XGWRKYT
Average Picture quality,Picture quality,B06XGWRKYT
in this price range product is ok,xxx,B06XGWRKYT
"Great value for money. Bought this largely to connect to my playstation in the bedroom. Panel is perfectly good for this price point, great service (installed day after delivery). Full HD: for casual use you won't have any problems. Sound quality is a little average, lacks bass - so not great for a large room. For a bedroom or a small to medium living room its perfect. If you want to watch at high volumes, I suggest you invest in some good speakers.","Great Value for Money. Perfectly good panel, sightly average sound quality. Good service by Kodak.",B06XGWRKYT
very worst,very worst,B06XGWRKYT
Good tv,Good tv,B06XGWRKYT
Picture clarity worst,Value,B06XGWRKYT
Worst quality don't buy this product,Worst,B06XGWRKYT
Dont buy plz. Display gone in 3 months..couldn't use warranty,Dont buy plz,B06XGWRKYT
This is a good value TV. It looks stylish and easy to set up. The picture and sound quality are both really impressive. I would definitely recommend this TV. I can see why it gets such a high rating from other buyers,Excellent Product,B06XGWRKYT
Good,Good,B06XGWRKYT
Colours are too loud and need adjustments. Remote response needs to be quicker,average product but good for it svalue,B06XGWRKYT
Worst product,Worst,B06XGWRKYT
bad quality product,don't buy this,B06XGWRKYT
working very good am using for both tv and monitor all futures are good picture quality sound good etc thank you kodak,super tv working verywell,B06XGWRKYT
Very worst product,"Not worthy and no proper installation , and do have the minimum knowledge to operate",B06XGWRKYT
Not a smart tv,Not a smart tv,B06XGWRKYT
Not good,Not good,B06XGWRKYT
The very bad,Very very bad display quality,B06XGWRKYT
I purchased this TV through Amazon on 02 Nov 18 TV was having from from one month of purchased after 10 month TV became dead customer care service is very pathatic it does not pick up the call you try this no 18001033036. Yesterday engineer refused to repair tv and i am mentally upset i reported the matter to Amazon customer care hope they will solve the issue. But i request all do not buy this TV.,Do not buy this TV,B06XGWRKYT
No service center provide service bad quality,Amazon selling no service products,B06XGWRKYT
Good,Iam intrested,B06XGWRKYT
"The tv is decent value for money. The issue is that the picture is washed out and does not provide the level of clarity I was expecting. The sound is good enough, but for a better experience one should get a good soundbar. The tv is also good for gaming. They could use better panels for better color reproduction.",Good TV for the price.,B06XGWRKYT
😠,😠,B06XGWRKYT
"I had read about Kodak entering the television space. Since I am an old fan of Kodak brand I decided to purchase it. To my utter delight the brand continues to rock! Excellent TV and even better after sales service. They have called thrice -not only offering to install the unit but also to check up on the picture quality, proper functioning etc. Will strongly recommend the brand.",Excellent Service,B06XGWRKYT
I got Kodak 50 Inch for almost 18000/- and its best in this price range. Picture Quality is good and Sound quality is amazing. Basically i don't need a smart TV so am looking for Non-Smart TV with big screen and good picture quality and Kodak fulfilled my needs.,Great Tv For this Price,B06XGWRKYT
"It's got all the basic features at a good price. Decent quality. Sound is good. Picture color or tone can get drab depending on what video source you are viewing, say streaming. Might help you to know that it DOES have a VGA port at least the piece I received - unlike the pics on the Amazon listing which shows an extra USB port where the VGA port is. The installation through Jeeves service was fine too - but it doesn't include a swivel. You will have to prearrange that, I suppose. I wasn't looking for any fancy features, just anything adequate. From that kind of perspective, a good buy.",Value for money. Got all the basic goodies.,B06XGWRKYT
VERY WORST,VERY WORST,B06XGWRKYT
"Bought it two weeks back. Well priced for a 40-inch TV. The remote is fine, working well. Sound quality is good. Clear sound with good volume. No voice disturbance noticed till now. Picture quality is also good. Standard settings are good and custom setting of picture quality allows good variation. Overall a good value for the money.",Good value for money,B06XGWRKYT
awesome product. nice pic quality and sound. worth spending money on it.,awesome sound,B06XGWRKYT
"I just got this product one month ago. Shows good picture quality and sound. Very lowest price TV in the online market, but giving the same picture FHD picture quality like other premium-priced brands TVs. We are very happy about the product's working condition and build quality. We are very satisfied with the purchase of this product from the World's most old and trusted Brand KODAK. The product delivered quickly without long waiting. Thanks for Amazon, Kodak and Cloudtail.",The Best Full HD TV In Affordable Prize,B06XGWRKYT
"Quite good. Got it for 19500, and no body believes when I tell them it's worth that. Goes well with the fire stick. Extremely good at this price point!",Top notch TV at a good price,B06XGWRKYT
Had good picture quality. But stopped functioning on 30 Oct 2019. Just showing vertical lines. Spoke to Kodak. Got email address of consumer care Have sent images of TV and invoice. Hopefully Kodak will take corrective action earliest.,Within warranty period. Kodak will take necessary action I think.,B06XGWRKYT
This is decent buy for the money. Not top notch but that was expected with prize range. Disappointed to have aux only audio out. Picture quality/resolution - 3 out of 5 Sound quality - 2 out of 5 look and build - 3 out of 5 Features - 3 out of 5 Value for money - 4 out of 5,Not so great but value for money,B06XGWRKYT
"I was provided a faulty remote (the home button doesn't work and we cannot access the smart apps) and when i contacted the Kodak customer care, i was told that the remote was physically damaged by us and that it will cost 600 rs to replace. Absolutely pathetic customer service. This is my second and last Kodak TV and i will recommend no one to buy it. I was charged for a smart TV but now have a dumb TV because the remote doesn't work since it was supplied.","Decent tv, faulty remote and pathetic customer service",B06XGWRKYT
For a reasonable price you get a very good quality product. Meant specially for small sized houses.,Very Good!,B06XGWRKYT
Bekar,One Star,B06XGWRKYT
"Worst service from Kodak, even after a week, Kodak has not arranged any person for installation. I have requested to Amazon, as well as Kodak, but they are not giving any response. I am afraid, if some technical issues arises in TV in coming future, who will take responsibility. I doesn't have half star, that's why, have to put one star (for Amazon), waste experience & response from Amazon customer care.",Worst service from Kodak & Amazon,B06XGWRKYT
Liked the sound quality but the picture quality leaves a lot to be desired against other brands in same category. For the price its a good buy as long as you are expecting use over experience,Good product. Could be better,B06XGWRKYT
Good one in this price range with nice features. I would suggest to go for it. The best part is that it is associated with one year extended warranty from just with Rs250/=,Value for Money and go for it,B06XGWRKYT
Good TV at this price,Vale for money,B06XGWRKYT
Great features for the rock-bottom price. I'm Loving it. Only disappointment is warranty period. It's should have come with Extended warranty.,Thumbs up. Great Specs for Throwaway prices,B06XGWRKYT
Decent picture and build quality for the price. Got the TV on the Prime Day Sale so got the Fire TV Stick as a bonus. The delivery was prompt and the installation team showed up the next day for wall mounting. Happy with the purchase.,Value for Money,B06XGWRKYT
"Amazing and full HD Kodak TV Nice. Sounds is amazing and picture quality is very high good product and thanks. Please one more point only one year warranty please add 2 years.......,.. ASAP.. THANKS Kodak TEAMS.",Online very good shopping no any COMPLAINT my end by any product.,B06XGWRKYT
"Bought the Tv a month back, read all the reviews and finally went for Kodak TV. The delivery by Amazon was quick, I did find issues with the installation person as he was not ready to come and install the TV and kept delaying, but finally did it. We watch alot of TV and the experience has been so far fantastic. Thank you Kodak for the value for money TV.","Great TV, complete value for money!",B06XGWRKYT
I have been looking for a normal 32-49 inch TV for my Chromecast and Firetvstick but of all the options i have this TV is good looking budget pricing and amazing tech specs. It supports both of my streaming devices seamlessly. I'm in love with TV. Kids in my neighborhood are coming to our home to watch their favorite movies and shows. Amazon provided a great delivery and service too.,Budget Premium TV,B06XGWRKYT
Pls don't buy. Kodak TV team don't provide service. They don't even bother to install the product. It's been more than 14 days I requested for the installation. Customer care is very pathetic.,Worst TV Ever,B06XGWRKYT
"Compare to smasung or LG you can say picture quality is nit that great but @7500₹ Picture quality is good , and sounds quality too. This product is value for money. Best non smart tv in this price range.",@7500 Value for money,B06XGWRKYT
The TV is very good in all aspects !!,A very good product at this price range,B06XGWRKYT
I would recommend this as a value for money buy. Picture quality is decent enough and it surprisingly it supports almost all video formats which you can play using an usb drive. 1080p videos also play good with nice picture quality. Sound quality is a bit on poorer side and you need to use an extra pair of speakers. Im using this for 2 weeks now and satisfied so far.,Value for money,B06XGWRKYT
"After two months of use, I am giving this feedback. I got it in Rs 6750/- only, believe me in this price segment you'll not get an excellent led tv like what Kodak is providing to its customer, Excellent sound quality like an expensive led tv. Good picture quality... Overall a good experience with Kodak again, don't think so much, just go for it.",Excellent led TV,B06XGWRKYT
Wrost product Dont buy Remote dose not working No one come for installation since 14 days of delivery And amezon customer service says we dony do any you should call only brand Seriously i didn't expected from this from amezon,Dont buy this,B06XGWRKYT
"I purchased this item on 19-may-2019, right this TV not working. Display (video) not working, audio only working, but manufacturer giving the warranty is 1 year, 7 days ago i rising a complaint to Kodak TV Manufacturer, till now one taking the responsibility. But Amazon.in how dealing the KODAK TV products, so please don't buy this product (TV).",Please don't buy this product or item,B06XGWRKYT
"Very bad experience of Service, TV is good at some extent but when you try to reach Kodak customer care then you have to struggle like your trying to communicate alliens with old age technology. Obviously no response Purchased it for 1 year and then your lost.. If it work it will work till the time ends but if it fails it will fail on same day evening",Don't purchased this,B06XGWRKYT
Nice product in this budget.picture quality is so good and Amazon delivered the product before they commit ..I am very happy with the Amazon delivery.,Kodek TV,B06XGWRKYT
"After 1month of purchasing I'm facing sound issue. There is no audio at all. And when i mail the customer service, no reply. Horrible service. Even from Acko.",Audio is not working,B06XGWRKYT
"Affordable, Excellent Quality picture and sound both and above all very good value fir money My mother is very happy with the product as she is the end user",Value for Money,B06XGWRKYT
"Everything is great like display quality, sound, VGA, HDMI, resolution and contrast ratio except the limitation of only supporting select video and image file types via USB and pen-drive. In fact, I can't connect my Android smart-phone to this Kodak TV via the USB, only pen-drive is supported there.","Everything is great with some exceptions, that are discussed below",B06XGWRKYT
Product is very well built and picture quality is on a part with other premium tv’s. If you are looking for tv at minimum go for KODAK Picture:10/10 Sound:8/10 Installation and Support:7/10,Perfect TV for starters at lowest value,B06XGWRKYT
Worth Deal .... Reached Before Time ....thanks Kodak thanks Amazon,Worth deal,B06XGWRKYT
"I use the TV for presentations, video conferencing as well as watching movies. It's performing quite well. Picture quality is not top of the line, nor is the audio quality - but then the price is also not top of the line either :-) It's a good vale for money product",Good value for money,B06XGWRKYT
Great TV. Good value for money.,Great buy,B06XGWRKYT
The picture quality is good although its not 1080p but doesn't make much difference when HD channels are played....Good for family use..,Best 32inch Tv in reasonable price,B06XGWRKYT
The TV arrived in Time courtesy amazon's timely delivery.The TV was installed by me as it is simple fixing the leg on left and right side. The TV was vibrantly vivid and with my HD Channels the picture clarity was better at a short distance of 4 feet.The audio quality was nice. To sum up satisfied with Kodak TV.,Satisfied with Kotak,B06XGWRKYT
"Tv was nice, the agent was asked me pick the product from their location, they said that they won't deliver tv to doorstep,got frustrated on this,tried to call the installation service center, no-one has responded,poor sound quality,if I increase volume got noice from speakers I feel like one speaker was broken.",Amazon service was nice not agent service,B06XGWRKYT
sound quality is ok ok.Rest best in this price. Any body thinking to buy may go with it,Very satisfied with the product,B06XGWRKYT
"Good picture quality and I am using it and , i was surprised by seeing quality in this price range . Ai for it. Thanks to Kodak for multiple follow ups for installation and demo .. cool installation process.",Nice product and good service .,B06XGWRKYT
"Value for money product, includes table as well as fixed wall mounting stands, great experience so far, only nitpick is that speakers fire at back of the unit though the volume is more than sufficient",Value for money product,B06XGWRKYT
"Picture quality is good. Moment when you have a motion picture, it looks bit shaky. It could be due to very low powered processor. Sound quality is ok. Sometimes you would need to sit close for clarity. Software and menu are very basic. However with the price point, you really can't bargain much.",Good deal for the budget,B06XGWRKYT
Picture quality is as good as expensive HD TVs of same size. Value for money. Suggestion for improvement : make this as smart tv.,Value for Money.,B06XGWRKYT
"Great product in this price range, well supported by the amazon team and kodak team. Installation done one day after the delivery by service professional. Lacks a bit of finishing, back panel seems a bit weak and could have been better in terms of build quality.great product in this price bracket.",Kodak tv review,B06XGWRKYT
Very nice Kodak T.V and very low price unbelievable picture clarity audio quality was nice Amazon timely Delivery and installation and Demo is from Kodak very Good I give 5 🌟 to Kodak T.V Now I think best T.V in the Market is Kodak T.V Recommendation is to Go 100% value for money,Too good,B06XGWRKYT
The product is worth buying in this price but not at all happy with the kodak services as they didn't provide the installation and we managed to install it by paying extra to the local electrician. Although the TV is good. Working fine with the Fire TV stick and Sound quality is Amazing..,Worth Buying,B06XGWRKYT
"Very good product with reasonable price, Installation service is very fast within 24 hour installation process finish. Picture quality also good.",Gd product,B06XGWRKYT
Best in class according to price,I'm lovin it,B06XGWRKYT
Very bad product. Bad customer service. No one respond on requirement.This is 3rd day after installation and TV is not working and no one from customer care is ready to resolve this,Bad customer service,B06XGWRKYT
"Picture quality is good, value for money, overall good to go, sound quality is neither good nor bad.",Overall good quality,B06XGWRKYT
Picture quality is good Sound quality is good Product is good if you want only led tv then it is smart choice And don't believe on extra positive review they are called me and ask to give give review with 5star Possibly they call to other customers too,Nice product,B06XGWRKYT
"The product is good. But it suddenly turns off. Apart from that issue, all is well for the price.",Good product which require minor improvements,B06XGWRKYT
"Great product for the price. I got it for gaming. And the 1080 P HD works great for my purpose. Watching movies and series is also not bad at all. Overall a value for money great product. Got it with the Fire Stick Offer, so even better! My TV is now smart.",Value for money! Great product!,B06XGWRKYT
Kodak TV is very nice prior to the description provided in the product. Picture quality and sound quality is mesmerizing and amazing. Sound providing is money recovery experience. Thank you for offering the best television with all features being great more than other televisions,Awesome Experience,B06XGWRKYT
The best in value pack. Very good purchase and good quality. Two set of every type of ports. Hd movie playing is also very good. Nice inbuilt sound is good and clear. Review is On Two months use of product.,Truly Satisfied,B06XGWRKYT
"Picture quality good, sound quality also, but some video formats doesn't support audio. USB options also too bad. If we view the images, first selection and after viewing it's not possible to view more than 10 images. So it's not user friendly.",Good,B06XGWRKYT
"This an amazing product by Kodak in such a affordable price range. Sound and picture quality both are absolutely clear and come with high quality. I highly recommended this TV from Kodak to all aspirant buyers. Thanks, Navendu Shekhar",Excellent Quality and Build of Kodak TV,B06XGWRKYT
"The Kodak 32HDXSMART 32 inch LED HD-Ready TV arrives with a 32-inch LED display with a standard HD screen of 1,366 x 768 pixels. helps to provide a pleasant viewing experience. The product from Kodak is equipped with dual stereo speakers which gives it a total output of",Ajay pawar,B06XGWRKYT
"Ultimate quality product, I recommend it for all. Valuable products, well known brand in this price only possible in kodak.",Ultimate product,B06XGWRKYT
Just dilevered today...colour looks good. With 7499 price this looks like a value for money TV,Worth every penny @7499 good TV,B06XGWRKYT
Bought this as a replacement for my old crt tv. As i needed a panel which could be easily operated by my elders. Super simple to do installation on your own. Unit is working fine without any hiccups.,Value for money,B06XGWRKYT
i always valued Kodak as a company for camera quality. So without any doubt i bought the TV based on my experience with the company products. And i can say that the company has lived upto my expectation. This is one of the best product you can get in this price range.,Awesome product in the price range.,B06XGWRKYT
Nicr,Best led,B06XGWRKYT
"Not installation,very angry for you,Today19.11.2019_installation OK, But 49Day's later to purchase date,very very bad","Worst ,installed at the date 19.11.19",B06XGWRKYT
"Best tv at this price range, built quality is not goodb but as per price is ok",Good tv,B06XGWRKYT
"Superb quality with affordable price, I wish to buy more set for my school classrooms.",Happy with my Kodak TV,B06XGWRKYT
Excellent product from Kodak. Got this for 13049 during the prime day sale. Absolutely worth the money. Full HD Picture quality and resounably good sound quality. Highly recommended. Installation however was a headache. Service from jeeves.com was very bad,Worth the price,B06XGWRKYT
VERY GOOD PRODUCT AT CHEAPER PRICE,verymuch satisfied,B06XGWRKYT
"The best product in low price, display is so good. It is so flexible to adjust contrast and brightness as we need, picture quality is good. I am so satisfied with my order as I had spend less amount and got a good product with many features.",Value for money,B06XGWRKYT
